Year,Rank,Artist,Song,Song_genre,Genre,relevant_genres,primary_genre
2015,85,Sam Hunt,House Party,House Party,"['country', '2015', 'sexy voice', 'american', 'modern country']",['country'],country
2015,86,Chris Brown,Ayo,Ayo,"['2015', 'Chris Brown', 'tyga', 'Hip-Hop', 'hip hop']","['Hip-Hop', 'hip hop']",hip hop
2015,87,Luke Bryan,Kick The Dust Up,Kick The Dust Up,"['modern country', 'KKK Country', 'racist country', 'similar to johnny rebel', 'country']",['country'],country
2015,88,Big Sean,Blessings,Blessings,"['hip hop', 'Hip-Hop', '2015', 'rap', 'dance']","['hip hop', 'Hip-Hop', 'rap']",hip hop
2015,89,George Ezra,Budapest,Budapest,"['folk', 'indie', '2014', 'summer', 'pop']","['indie', 'pop']",indie
2015,90,Sia,Chandelier,Chandelier,"['pop', 'best of 2014', 'Power ballad', 'australian', 'indie']","['pop', 'indie']",pop
2015,91,Kelly Clarkson,Heartbeat Song,Heartbeat Song,"['pop', '2015', 'love at first listen', 'Kelly Clarkson', 'Jimmy Eat World']",['pop'],pop
2015,92,Ed Sheeran,Don’t,Dont,"['pop', 'pop rock', '2014', 'soul', 'Ed Sheeran']","['pop', 'soul']",pop
2015,93,Ella Henderson,Ghost,Ghost,"['pop', 'best of 2014', '2014', 'british', 'love at first listen']",['pop'],pop
2015,94,Alessia Cara,Here,Here,"['soul', 'pop', 'rnb', 'love at first listen', '2015']","['soul', 'pop', 'rnb']",soul
2015,95,Mr. Probz,Waves,Waves,"['2014', 'Hip-Hop', 'chillout', 'pop', 'chill']","['Hip-Hop', 'pop']",hip hop
2015,97,Ne-Yo,She Knows,She Knows,"['rnb', '10s', '2014', 'pop', 'dance']","['rnb', 'pop']",r&b
2015,98,One Direction,Night Changes,Night Changes,"['pop', 'british', 'love at first listen', 'one direction', 'Love']",['pop'],pop
2015,99,Drake,Back To Back,Back To Back,"['diss tracks', 'Hip-Hop', 'rap', 'Canadian', 'hiphop']","['Hip-Hop', 'rap']",hip hop
2015,100,Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,"['electronic', 'pop', 'dance', 'House', 'deep house']",['pop'],pop
2016,1,Justin Bieber,Love Yourself,Love Yourself,"['pop', 'justin bieber', 'acoustic', 'love at first listen', 'Ed Sheeran']",['pop'],pop
2016,2,Justin Bieber,Sorry,Sorry,"['pop', 'dancehall', '2015', 'justin bieber', 'dance']",['pop'],pop
2016,3,Drake,One Dance,One Dance,"['dancehall', '2016', 'pop', '2010s', 'Drake']",['pop'],pop
2016,4,Rihanna,Work,Work,"['rnb', 'dancehall', '2016', '2010s', 'r&b']","['rnb', 'r&b']",r&b
2016,5,twenty one pilots,Stressed Out,Stressed Out,"['indie pop', 'alternative', 'indie', 'alternative hip hop', 'hip hop']","['indie', 'hip hop']",indie
2016,6,Desiigner,Panda,Panda,"['2016', 'trap', '2010s', 'Hip-Hop', 'hip hop']","['Hip-Hop', 'hip hop']",hip hop
2016,7,Adele,Hello,Hello,"['soul', 'pop', '2015', 'british', 'female vocalists']","['soul', 'pop']",soul
2016,11,Sia,Cheap Thrills,Cheap Thrills,"['pop', 'dance', 'synthpop', 'australian', 'electropop']",['pop'],pop
2016,12,Lukas Graham,7 Years,7 Years,"['Worst Song Ever', 'fucking horrible', 'pop', 'danish', 'soul']","['pop', 'soul']",pop
2016,13,Rihanna,Needed Me,Needed Me,"['Hip-Hop', 'rnb', 'electronic', 'hip hop', 'urban']","['Hip-Hop', 'rnb', 'hip hop']",hip hop
2016,14,Flo Rida,My House,My House,"['2015', 'Hip-Hop', 'pop', '2010s', '2016']","['Hip-Hop', 'pop']",hip hop
2016,15,Mike Posner,I Took A Pill In Ibiza,I Took A Pill In Ibiza,"['pop', 'acoustic', 'Awesome', 'american', 'acustic']",['pop'],pop
2016,16,Fifth Harmony,Work From Home,Work From Home,"['pop', 'hino', 'camila salvou do flop', '2016', 'fode essa buceta']",['pop'],pop
2016,18,DNCE,Cake By The Ocean,Cake By The Ocean,"['pop', 'dance', 'funk', 'pop rock', '2015']",['pop'],pop
2016,20,twenty one pilots,Ride,Ride,"['indie pop', 'alternative hip hop', 'electropop', 'rock', 'alternative']",['rock'],rock
2016,21,twenty one pilots,Heathens,Heathens,"['alternative', 'rock', 'love at first listen', 'electronic', 'pop']","['rock', 'pop']",rock
2016,22,Zayn,Pillowtalk,Pillowtalk,"['pop', 'rnb', 'electronic', 'zayn', 'sexy']","['pop', 'rnb']",pop
2016,23,Shawn Mendes,Stitches,Stitches,"['pop', 'Canadian', 'teen pop', 'acoustic', 'adult contemporary']",['pop'],pop
2016,24,Drake,Hotline Bling,Hotline Bling,"['Hip-Hop', 'i want drake to murder my vagina', 'rnb', 'love at first listen', '2015']","['Hip-Hop', 'rnb']",hip hop
2016,25,Major Lazer,Cold Water,Cold Water,"['justin bieber', 'MØ', 'pop', 'electro', 'dance']",['pop'],pop
2016,26,Adele,Send My Love (To Your New Lover),Send My Love (To Your New Lover),"['pop', 'soul', 'british', '2010s', 'max martin']","['pop', 'soul']",pop
2016,28,Shawn Mendes,Treat You Better,Treat You Better,"['pop', '2016', 'Canadian', '2010s', 'shawn mendes']",['pop'],pop
2016,29,Drake,Too Good,Too Good,"['rnb', 'dancehall', '2016', 'pop', 'rap']","['rnb', 'pop', 'rap']",r&b
2016,30,Future,Low Life,Low Life,"['rap', 'Hip-Hop', 'trip-hop', 'hiphop', 'The Weeknd']","['rap', 'Hip-Hop']",rap
2016,31,Justin Bieber,What Do You Mean?,What Do You Mean?,"['pop', '2015', 'tropical house', 'justin bieber', 'electronic']",['pop'],pop
2016,37,Drake,Jumpman,Jumpman,"['trap', 'Hip-Hop', 'rap', 'hiphop', 'future']","['Hip-Hop', 'rap']",hip hop
2016,39,Alessia Cara,Here,Here,"['soul', 'pop', 'rnb', 'love at first listen', '2015']","['soul', 'pop', 'rnb']",soul
2016,40,Selena Gomez,Same Old Love,Same Old Love,"['Same Old Love', 'pop', 'female vocalists', 'urban', 'revival']",['pop'],pop
2016,41,Drake,Controlla,Controlla,"['Hip-Hop', 'rap', 'Canadian', '2016', 'Love']","['Hip-Hop', 'rap']",hip hop
2016,43,Charlie Puth,One Call Away,One Call Away,"['pop', '2010s', '2015', 'soul', 'Awesome']","['pop', 'soul']",pop
2016,45,Meghan Trainor,No,No,"['pop', 'catchy', 'no', '2016', 'rnb']","['pop', 'rnb']",pop
2016,46,Zara Larsson,Never Forget You,Never Forget You,"['pop', 'electronic', 'indie', 'instrumental', 'alternative']","['pop', 'indie']",pop
2016,49,Florida Georgia Line,H.O.L.Y.,H.O.L.Y.,"['country', '2016', 'country pop', 'modern country', '10s']",['country'],country
2016,55,Jeremih,Oui,Oui,"['rnb', '2015', 'Hip-Hop', 'urban', 'american']","['rnb', 'Hip-Hop']",r&b
2016,56,Selena Gomez,Hands To Myself,Hands To Myself,"['pop', 'sexy', 'dance', 'electropop', 'dance-pop']",['pop'],pop
2016,59,DJ Khaled,For Free,For Free,"['Hip-Hop', 'rap', 'trap', 'Drake']","['Hip-Hop', 'rap']",hip hop
2016,60,Flume,Never Be Like You,Never Be Like You,"['electronic', 'pop', 'chill', 'downtempo', 'dance']",['pop'],pop
2016,62,Meghan Trainor,Me Too,Me Too,"['pop', 'Britney Spears', 'thank you badabes', 'female vocalists', 'dance']",['pop'],pop
2016,64,Thomas Rhett,Die A Happy Man,Die A Happy Man,"['country', '2015', 'Awesome', 'american', 'modern country']",['country'],country
2016,65,Post Malone,White Iverson,White Iverson,"['Hip-Hop', 'rap', 'trap', '2015', 'cloud rap']","['Hip-Hop', 'rap']",hip hop
2016,66,Nick Jonas,Close,Close,"['Tove Lo', 'indie', 'pop', 'experimental', 'indie pop']","['indie', 'pop']",indie
2016,67,X Ambassadors,Unsteady,Unsteady,"['indie', 'alternative', 'male vocalists', '10s', '2010s']",['indie'],indie
2016,69,Yo Gotti,Down In The Dm,Down In The Dm,"['Hip-Hop', 'rap', 'american', 'trap', '2015 single']","['Hip-Hop', 'rap']",hip hop
2016,70,Tory Lanez,Luv,Luv,"['tory lanez', 'Hip-Hop', 'catchy', 'Canadian', 'amazing']",['Hip-Hop'],hip hop
2016,71,Beyonce,Sorry,Sorry,"['rnb', 'trap', '2016', 'Hip-Hop', 'electropop']","['rnb', 'Hip-Hop']",r&b
2016,73,Coldplay,Hymn For The Weekend,Hymn For The Weekend,"['pop', 'alternative rock', 'beyonce', '2016', 'alternative']",['pop'],pop
2016,74,Tory Lanez,Say It,Say It,"['r&b', 'hip hop', 'soul', 'rap', 'Canadian']","['r&b', 'hip hop', 'soul', 'rap']",r&b
2016,75,Travis Scott,Antidote,Antidote,"['trap', 'rap', 'Hip-Hop', 'psychedelic', 'travis scott']","['rap', 'Hip-Hop']",rap
2016,76,Ruth B,Lost Boy,Lost Boy,"['Canadian', 'pop', 'female vocalists', 'piano', 'love at first listen']",['pop'],pop
2016,77,Ariana Grande,Side To Side,Side To Side,"['pop', 'reggae', '2016', 'nicki minaj', 'rap']","['pop', 'reggae', 'rap']",pop
2016,78,Daya,"Sit Still, Look Pretty","Sit Still, Look Pretty","['pop', 'electronic', 'vocal harmonies', '2010s', 'intricate melodic phrasing']",['pop'],pop
2016,79,Taylor Swift,Wildest Dreams,Wildest Dreams,"['pop', 'synthpop', 'love at first listen', 'max martin', 'lana del rey -ish']",['pop'],pop
2016,81,Ellie Goulding,On My Mind,On My Mind,"['pop', 'british', '2015', 'ellie goulding', 'electropop']",['pop'],pop
2016,82,Drake,Pop Style,Pop Style,"['2016', 'Hip-Hop', 'rap', 'Love', 'Dope']","['Hip-Hop', 'rap']",hip hop
2016,83,Adele,When We Were Young,When We Were Young,"['soul', 'Ballad', 'british', '2015', 'pop']","['soul', 'pop']",soul
2016,84,Daya,Hide Away,Hide Away,"['pop', 'teen pop', 'electronic', 'female vocalists', 'singer-songwriter']",['pop'],pop
2016,86,Shawn Mendes,I Know What You Did Last Summer,I Know What You Did Last Summer,"['pop', 'Camila Cabello', 'summer', '10s', '2010s']",['pop'],pop
2016,89,Chris Brown,Back To Sleep,Back To Sleep,"['Contemporary', 'american', 'r&b', 'rnb', '2015']","['r&b', 'rnb']",r&b
2016,92,Kevin Gates,Really Really,Really Really,"['Hip-Hop', 'rap', '2010s', '2016']","['Hip-Hop', 'rap']",hip hop
2016,93,Fifth Harmony,All In My Head (Flex),All In My Head (Flex),"['pop', 'reggae', 'dance', 'dance-pop', 'summer']","['pop', 'reggae']",pop
2016,95,Coldplay,Adventure Of A Lifetime,Adventure Of A Lifetime,"['pop', 'rock', 'alternative', 'Disco', 'pop rock']","['pop', 'rock']",pop
2016,96,Tim McGraw,Humble And Kind,Humble And Kind,"['2016', 'country', 'modern country', 'Ballad', '10s']",['country'],country
2016,98,Desiigner,Tiimmy Turner,Tiimmy Turner,"['Hip-Hop', 'rap', 'trap', 'hiphop', 'Gangsta Rap']","['Hip-Hop', 'rap']",hip hop
2016,99,Wiz Khalifa,See You Again,See You Again,"['Ballad', 'hip hop', 'RIP', 'piano', 'dedication']",['hip hop'],hip hop
2016,100,One Direction,Perfect,Perfect,"['perfect', 'pop', 'love at first listen', 'british', 'taylor swift']",['pop'],pop
2017,1,Ed Sheeran,Shape of You,Shape of You,"['pop', 'dancehall', '2017', 'dance', '2010s']",['pop'],pop
2017,3,Bruno Mars,That's What I Like,That's What I Like,"['funk', 'rnb', '2010s', 'pop', 'soul']","['rnb', 'pop', 'soul']",r&b
2017,4,Kendrick Lamar,Humble.,Humble.,"['rap', 'Hip-Hop', 'hip hop', 'trap', '2017']","['rap', 'Hip-Hop', 'hip hop']",rap
2017,5,The Chainsmokers,Something Just Like This,Something Just Like This,"['pop', 'dance', 'Coldplay', 'electronic', 'future bass']",['pop'],pop
2017,6,Migos,Bad and Boujee,Bad and Boujee,"['hip hop', 'rap', 'FM4', '2010s', 'offset']","['hip hop', 'rap']",hip hop
2017,9,Imagine Dragons,Believer,Believer,"['rock', 'pop rock', 'pop', 'alternative', 'IMAGINE DRAGONS']","['rock', 'pop']",rock
2017,10,Post Malone,Congratulations,Congratulations,"['2017', 'MySpotigramBot', 'Hip-Hop', 'rap', 'trap']","['Hip-Hop', 'rap']",hip hop
2017,11,James Arthur,Say You Won't Let Go,Say You Won't Let Go,"['pop', 'british', '2010s', 'folk', 'contemporary folk']",['pop'],pop
2017,12,DJ Khaled,I'm The One,I'm The One,"['Hip-Hop', 'pleasant', 'Lil Wayne', 'justin bieber', 'chance the rapper']",['Hip-Hop'],hip hop
2017,14,Future,Mask Off,Mask Off,"['Hip-Hop', 'hip hop', 'trap', 'rap', 'future']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2017,15,French Montana,Unforgettable,Unforgettable,"['hip hop', 'rap', '2017', 'swae lee', 'Hip-Hop']","['hip hop', 'rap', 'Hip-Hop']",hip hop
2017,16,Bruno Mars,24K Magic,24K Magic,"['funk', 'pop', 'Disco', 'bomba', 'boogie']",['pop'],pop
2017,17,Zedd,Stay,Stay,"['pop', '2010s', '2017', 'electronic', 'electropop']",['pop'],pop
2017,18,DJ Khaled,Wild Thoughts,Wild Thoughts,"['Rihanna', 'Hip-Hop', 'rnb', 'Maria Maria', 'Bryson Tiller']","['Hip-Hop', 'rnb']",hip hop
2017,19,Rae Sremmurd,Black Beatles,Black Beatles,"['trap', 'rap', 'pop rap', 'Southern Hip Hop', 'Hip-Hop']","['rap', 'Hip-Hop']",rap
2017,20,The Weeknd,Starboy,Starboy,"['rnb', 'electronic', 'pop', '2010s', '2016']","['rnb', 'pop']",r&b
2017,21,Khalid,Location,Location,"['soul', 'rnb', 'alternative', 'Khalid', 'Hip-Hop']","['soul', 'rnb', 'Hip-Hop']",soul
2017,22,Charlie Puth,Attention,Attention,"['pop', '2017', 'catchy', 'american', 'rnb']","['pop', 'rnb']",pop
2017,25,Childish Gambino,Redbone,Redbone,"['soul', 'funk', 'Psychedelic Soul', 'Neo-Soul', 'p-funk']",['soul'],soul
2017,29,Julia Michaels,Issues,Issues,"['pop', '2017', 'american', 'rnb', 'vocal harmonies']","['pop', 'rnb']",pop
2017,30,Alessia Cara,Scars To Your Beautiful,Scars To Your Beautiful,"['pop', 'rnb', 'soul', '<3', 'electropop']","['pop', 'rnb', 'soul']",pop
2017,31,Logic,1-800-273-8255,1-800-273-8255,"['hip hop', 'Hip-Hop', 'pop', 'rap', 'sad']","['hip hop', 'Hip-Hop', 'pop', 'rap']",hip hop
2017,32,Niall Horan,Slow Hands,Slow Hands,"['pop', 'folk', '2010s', '2017', 'rock']","['pop', 'rock']",pop
2017,33,Rihanna,Love On The Brain,Love On The Brain,"['soul', 'rnb', '2016', 'Rihanna', 'pop']","['soul', 'rnb', 'pop']",soul
2017,34,The Weeknd,I Feel It Coming,I Feel It Coming,"['rnb', 'pop', 'Disco', '2016', 'electronic']","['rnb', 'pop']",r&b
2017,35,Big Sean,Bounce Back,Bounce Back,"['Hip-Hop', 'rap', 'urban', 'american', 'explicit']","['Hip-Hop', 'rap']",hip hop
2017,36,Liam Payne,Strip That Down,Strip That Down,"['pop', 'Hip-Hop', 'hip hop', 'british', 'rnb']","['pop', 'Hip-Hop', 'hip hop', 'rnb']",pop
2017,37,Drake,Fake Love,Fake Love,"['trap', 'Hip-Hop', 'rap', 'hiphop', 'rnb']","['Hip-Hop', 'rap', 'rnb']",hip hop
2017,39,Taylor Swift,Look What You Made Me Do,Look What You Made Me Do,"['pop', 'electropop', 'dance', '2017', 'best of 2017']",['pop'],pop
2017,40,Ed Sheeran,Castle On The Hill,Castle On The Hill,"['rock', 'pop', 'british', 'folk', 'pop rock']","['rock', 'pop']",rock
2017,42,The Chainsmokers,Paris,Paris,"['electronic', 'pop', 'dance', '2017', 'american']",['pop'],pop
2017,43,Ariana Grande,Side To Side,Side To Side,"['pop', 'reggae', '2016', 'nicki minaj', 'rap']","['pop', 'reggae', 'rap']",pop
2017,45,Portugal. The Man,Feel It Still,Feel It Still,"['indie', 'funk', 'pop', 'psychedelic pop', '2010s']","['indie', 'pop']",indie
2017,47,Demi Lovato,Sorry Not Sorry,Sorry Not Sorry,"['pop', 'rnb', 'dance', 'best of 2017', 'hino']","['pop', 'rnb']",pop
2017,48,21 Savage,Bank Account,Bank Account,"['MySpotigramBot', '21 savage', 'Hip-Hop', 'rap', 'american']","['Hip-Hop', 'rap']",hip hop
2017,51,Imagine Dragons,Thunder,Thunder,"['indie pop', 'alternative', 'pop', 'electropop', 'indie']","['pop', 'indie']",pop
2017,52,Migos,T-Shirt,T-Shirt,"['trap', 'Hip-Hop', 'rap', 'fallon', '2010s']","['Hip-Hop', 'rap']",hip hop
2017,53,Yo Gotti,Rake It Up,Rake It Up,"['Hip-Hop', 'rap', 'fallon', 'nicki minaj', 'mike will made-it']","['Hip-Hop', 'rap']",hip hop
2017,54,Shawn Mendes,Mercy,Mercy,"['pop', 'Canadian', 'male vocalist', 'fallon', 'snl']",['pop'],pop
2017,55,Kodak Black,Tunnel Vision,Tunnel Vision,"['Hip-Hop', 'hiphop', 'trap', '2010s', 'florida']",['Hip-Hop'],hip hop
2017,56,Post Malone,Rockstar,Rockstar,"['trap', 'rap', 'Hip-Hop', '2017', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2017,58,twenty one pilots,Heathens,Heathens,"['alternative', 'rock', 'love at first listen', 'electronic', 'pop']","['rock', 'pop']",rock
2017,59,Halsey,Now Or Never,Now Or Never,"['pop', 'Needed Me', 'Rihanna', 'electronic', 'alternative']",['pop'],pop
2017,62,Kendrick Lamar,DNA.,DNA.,"['rap', 'Hip-Hop', 'trap', 'hip hop', 'Conscious Hip Hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2017,64,Rae Sremmurd,Swang,Swang,"['Hip-Hop', 'hip hop', 'fip', 'trap', 'fallon']","['Hip-Hop', 'hip hop']",hip hop
2017,65,Drake,Passionfruit,Passionfruit,"['rnb', 'dancehall', 'tropical house', 'chill', 'House']",['rnb'],r&b
2017,66,Kendrick Lamar,Loyalty.,Loyalty.,"['hip hop', 'rap', '10s', 'Rihanna']","['hip hop', 'rap']",hip hop
2017,67,Kesha,Praying,Praying,"['pop', 'amazing', 'sad', 'female vocalists', 'singer-songwriter']",['pop'],pop
2017,68,Travis Scott,Goosebumps,Goosebumps,"['trap', 'alternative rnb', 'Hip-Hop', 'rap', 'psychedelic']","['Hip-Hop', 'rap']",hip hop
2017,69,Maroon 5,Cold,Cold,"['pop', 'pop rock', 'Hip-Hop', 'alternative', 'rap']","['pop', 'Hip-Hop', 'rap']",pop
2017,71,Calvin Harris,Slide,Slide,"['pop', 'Disco', 'rap', 'rnb', 'nu-disco']","['pop', 'rap', 'rnb']",pop
2017,73,Katy Perry,Chained To The Rhythm,Chained To The Rhythm,"['pop', 'dance', 'FLOP', '2017', 'Disco']",['pop'],pop
2017,74,Calvin Harris,Feels,Feels,"['pop', 'summer', 'katy perry', '2017', 'ska']",['pop'],pop
2017,75,Jon Bellion,All Time Low,All Time Low,"['low low low low low low low low low', 'electronic', 'american', 'Favorite', 'Hip-Hop']",['Hip-Hop'],hip hop
2017,77,Sam Smith,Too Good At Goodbyes,Too Good At Goodbyes,"['pop', 'Ballad', 'british', 'singer-songwriter', '2017']",['pop'],pop
2017,78,Khalid,Young Dumb & Broke,Young Dumb & Broke,"['american', 'rnb', 'Khalid', 'Hip-Hop', 'pop']","['rnb', 'Hip-Hop', 'pop']",r&b
2017,79,Playboi Carti,Magnolia,Magnolia,"['trap', 'rap', 'Southern Hip Hop', 'Playboi Carti', 'mumble rap']",['rap'],rap
2017,80,SZA,Love Galore,Love Galore,"['sza', 'rnb', 'hino', 'alternative rnb', 'travis scott']",['rnb'],r&b
2017,84,P!nk,What About Us,What About Us,"['pop', '2017', 'best of 2017', 'female vocalists', 'club']",['pop'],pop
2017,87,Harry Styles,Sign Of The Times,Sign Of The Times,"['rock', 'alternative', 'pop', 'indie', 'british']","['rock', 'pop', 'indie']",rock
2017,88,Adele,Water Under The Bridge,Water Under The Bridge,"['pop', 'soul', 'Disco', 'british', 'electro']","['pop', 'soul']",pop
2017,89,Miley Cyrus,Malibu,Malibu,"['country', 'pop', 'better than taylor swift', 'better than selena gomez', 'best of 2017']","['country', 'pop']",country
2017,92,Shawn Mendes,Treat You Better,Treat You Better,"['pop', '2016', 'Canadian', '2010s', 'shawn mendes']",['pop'],pop
2017,96,Camila Cabello,Havana,Havana,"['pop', 'cuba', 'dance', 'Camila Cabello', 'Same Old Love']",['pop'],pop
2017,98,Blackbear,Do Re Mi,Do Re Mi,"['rap', 'rnb', 'Hip-Hop', 'electropop', 'chill']","['rap', 'rnb', 'Hip-Hop']",rap
2017,99,XXXTentacion,Look At Me!,Look At Me!,"['Hip-Hop', 'trap', 'hip hop', 'rap', 'Lo-Fi']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2017,100,Keith Urban,The Fighter,The Fighter,"['pop', 'country', 'duet', '2010s', '2016']","['pop', 'country']",pop
2018,2,Ed Sheeran,Perfect,Perfect,"['pop', 'Ballad', 'soul', 'british', '2010s']","['pop', 'soul']",pop
2018,3,Bebe Rexha,Meant To Be,Meant To Be,"['pop', 'country', 'repetitive', 'shit', 'terrible']","['pop', 'country']",pop
2018,4,Camila Cabello,Havana,Havana,"['pop', 'cuba', 'dance', 'Camila Cabello', 'Same Old Love']",['pop'],pop
2018,5,Post Malone,Rockstar,Rockstar,"['trap', 'rap', 'Hip-Hop', '2017', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2018,6,Post Malone,Psycho,Psycho,"['Hip-Hop', 'rap', 'trap', 'ty dolla sign', 'post malone']","['Hip-Hop', 'rap']",hip hop
2018,9,Drake,In My Feelings,In My Feelings,"['rap', 'bounce', 'Hip-Hop', 'hip hop', 'Canadian']","['rap', 'Hip-Hop', 'hip hop']",rap
2018,11,Drake,Nice For What,Nice For What,"['rap', 'Hip-Hop', 'bounce', '2018', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2018,12,Juice WRLD,Lucid Dreams,Lucid Dreams,"['emo rap', 'hip hop', 'Hip-Hop', 'trap', 'rap']","['hip hop', 'Hip-Hop', 'rap']",hip hop
2018,13,Post Malone,Better Now,Better Now,"['Hip-Hop', 'trap', 'rap', '2010s', 'cloud rap']","['Hip-Hop', 'rap']",hip hop
2018,14,Bruno Mars,Finesse,Finesse,"['new jack swing', 'pop', 'dance', 'funk', 'r&b']","['pop', 'r&b']",pop
2018,16,Dua Lipa,New Rules,New Rules,"['pop', 'dance', 'electropop', '2017', 'electronic']",['pop'],pop
2018,17,XXXTENTACION,Sad!,Sad!,"['emo', 'emo rap', 'Hip-Hop', 'rap', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2018,18,Camila Cabello,Never Be The Same,Never Be The Same,"['pop', 'camila', '2010s', '2018', 'hino']",['pop'],pop
2018,19,Khalid,Love Lies,Love Lies,"['pop', 'soul', 'rnb', '2010s', '2018']","['pop', 'soul', 'rnb']",pop
2018,21,Bazzi,Mine,Mine,"['rnb', 'pop', '2010s', 'meme', 'rap']","['rnb', 'pop', 'rap']",r&b
2018,22,Imagine Dragons,Thunder,Thunder,"['indie pop', 'alternative', 'pop', 'electropop', 'indie']","['pop', 'indie']",pop
2018,24,Taylor Swift,Delicate,Delicate,"['pop', 'taylor swift', 'electropop', 'synthpop', 'tropical house']",['pop'],pop
2018,25,Lil Baby,Yes Indeed,Yes Indeed,"['Hip-Hop', 'rap', 'trap', 'Awesome', 'pikachu']","['Hip-Hop', 'rap']",hip hop
2018,26,Marshmello,Friends,Friends,"['pop', 'dance', 'electronic', 'rnb', 'Hip-Hop']","['pop', 'rnb', 'Hip-Hop']",pop
2018,27,Halsey,Bad At Love,Bad At Love,"['pop', 'rnb', '2017', 'electronic', 'electropop']","['pop', 'rnb']",pop
2018,29,NF,Let You Down,Let You Down,"['nf', 'Hip-Hop', 'pop', 'rap', 'american']","['Hip-Hop', 'pop', 'rap']",hip hop
2018,30,G-Eazy,No Limit,No Limit,"['cardi b', 'Hip-Hop', 'rap', 'bounce', 'fallon']","['Hip-Hop', 'rap']",hip hop
2018,31,6ix9ine,FEFE,FEFE,"['rap', '2010s', '2018', 'Hip-Hop', 'nicki minaj']","['rap', 'Hip-Hop']",rap
2018,32,Dan + Shay,Tequila,Tequila,"['country', 'modern country', '2010s', 'singer-songwriter', 'american']",['country'],country
2018,33,Portugal. The Man,Feel It Still,Feel It Still,"['indie', 'funk', 'pop', 'psychedelic pop', '2010s']","['indie', 'pop']",indie
2018,35,Lauv,I Like Me Better,I Like Me Better,"['indie', 'linedance 2017', 'Soundtrack', 'jazz', 'pop']","['indie', 'jazz', 'pop']",indie
2018,36,5 Seconds Of Summer,Youngblood,Youngblood,"['rock', 'pop rock', 'pop', 'dance', '2010s']","['rock', 'pop']",rock
2018,37,Imagine Dragons,Whatever It Takes,Whatever It Takes,"['rock', 'alternative', 'alternative rock', 'indie rock', 'pop']","['rock', 'pop']",rock
2018,38,Offset,Ric Flair Drip,Ric Flair Drip,"['rap', 'trap', 'fallon', 'atlanta', 'Metro Boomin']",['rap'],rap
2018,39,Post Malone,I Fall Apart,I Fall Apart,"['Hip-Hop', 'rap', 'hip hop', 'soul', 'sad']","['Hip-Hop', 'rap', 'hip hop', 'soul']",hip hop
2018,41,Selena Gomez,Back To You,Back To You,"['electropop', 'pop', 'dance', 'dance-pop', '2018']",['pop'],pop
2018,42,Travis Scott,Sicko Mode,Sicko Mode,"['trap', 'rap', 'Hip-Hop', 'pop rap', 'experimental hip-hop']","['rap', 'Hip-Hop']",rap
2018,43,Migos,Walk It Talk It,Walk It Talk It,"['Hip-Hop', 'rap', 'trap', '2010s', 'merda']","['Hip-Hop', 'rap']",hip hop
2018,44,Lil Pump,Gucci Gang,Gucci Gang,"['Hip-Hop', 'rap', 'trap', 'hip hop', 'excellent']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2018,46,Shawn Mendes,In My Blood,In My Blood,"['pop', '2018', 'rock', '2010s', 'best of 2018']","['pop', 'rock']",pop
2018,48,Migos,Stir Fry,Stir Fry,"['Hip-Hop', 'rap', '2010s', 'trap', 'FM4']","['Hip-Hop', 'rap']",hip hop
2018,49,Sam Smith,Too Good At Goodbyes,Too Good At Goodbyes,"['pop', 'Ballad', 'british', 'singer-songwriter', '2017']",['pop'],pop
2018,50,Kendrick Lamar,Love.,Love.,"['Hip-Hop', 'hip hop', 'rap', 'rnb', 'zacari']","['Hip-Hop', 'hip hop', 'rap', 'rnb']",hip hop
2018,51,Childish Gambino,This Is America,This Is America,"['rap', 'Hip-Hop', 'hip hop', 'trap', '2018']","['rap', 'Hip-Hop', 'hip hop']",rap
2018,52,Drake,Nonstop,Nonstop,"['rap', 'Hip-Hop', 'trap', 'Drake', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2018,53,Kane Brown,Heaven,Heaven,"['country', 'Awesome', 'Favorite', '2010s', '2017']",['country'],country
2018,56,6ix9ine,Gummo,Gummo,"['Hip-Hop', 'rap', '6ix9ine', 'Soundtrack', 'electronic']","['Hip-Hop', 'rap']",hip hop
2018,57,Rich The Kid,Plug Walk,Plug Walk,"['Hip-Hop', 'rap', 'trap', 'fallon', 'rich the kid']","['Hip-Hop', 'rap']",hip hop
2018,58,Maroon 5,Wait,Wait,"['pop', 'american', '2017 single']",['pop'],pop
2018,59,Cardi B,Be Careful,Be Careful,"['rap', 'Hip-Hop', 'rnb', 'american', 'pop rap']","['rap', 'Hip-Hop', 'rnb']",rap
2018,61,Cardi B,Bartier Cardi,Bartier Cardi,"['hip hop', 'rap', '2018', 'fuck feat tags']","['hip hop', 'rap']",hip hop
